CaseID,Activity,CompleteTimestamp
882,A,2012-07-27 00:00:23
882,B,2012-07-27 18:24:17
882,C,2012-07-27 23:34:09
883,A,2012-04-16 16:52:21
883,B,2012-04-17 17:58:19
883,E,2012-04-18 22:58:19
883,B,2012-04-30 21:27:43
883,E,2012-04-30 21:28:49
883,C,2012-05-09 16:57:23
883,C,2012-05-09 16:57:26
884,A,2011-01-19 23:25:08
884,B,2011-01-21 19:59:39
884,C,2011-01-21 20:00:43
885,A,2011-11-18 00:46:20
885,C,2011-11-19 01:13:22
886,A,2012-06-11 20:58:53
886,B,2012-06-11 20:59:02
886,C,2012-06-13 15:47:21
887,A,2011-09-27 21:21:18
887,B,2011-09-29 20:21:29
887,E,2011-10-11 18:51:15
887,E,2011-10-11 23:30:30
887,C,2011-10-12 15:42:27
888,A,2012-07-20 18:07:01
888,B,2012-07-25 21:32:00
888,C,2012-07-25 22:29:33
889,A,2010-10-04 17:20:47
889,A,2010-10-04 17:21:28
889,B,2010-10-04 17:53:48
889,C,2010-10-06 18:38:21
890,A,2010-09-24 23:59:41
890,B,2010-09-27 15:01:43
890,E,2010-10-04 21:05:25
890,E,2010-10-07 17:33:55
890,B,2010-10-12 23:13:49
890,E,2010-10-12 23:14:00
890,B,2010-10-12 23:14:12
890,C,2010-10-12 23:15:24
891,A,2011-06-07 16:02:07
891,B,2011-06-07 16:02:22
891,C,2011-06-08 15:28:41
892,A,2012-04-17 22:32:30
892,B,2012-04-18 20:38:18
892,C,2012-04-20 23:29:20
893,A,2011-11-14 18:17:44
893,C,2011-11-14 18:57:23
895,A,2010-11-11 01:32:22
895,B,2010-11-11 17:40:24
895,C,2010-11-12 19:04:52
895,C,2010-11-12 19:34:49
895,B,2010-11-12 20:10:27
895,C,2010-11-23 20:22:41
896,A,2011-10-03 17:17:19
896,B,2011-10-04 21:04:17
896,C,2011-11-01 00:30:12
897,A,2012-03-16 22:08:31
897,B,2012-03-16 22:08:41
897,C,2012-03-16 22:43:24
898,A,2012-01-05 00:07:42
898,B,2012-01-05 01:58:40
898,E,2012-01-10 22:55:48
898,C,2012-01-11 19:55:24
899,A,2010-02-09 23:31:28
899,B,2010-02-09 23:31:46
899,F,2010-02-09 23:32:02
899,C,2010-03-23 01:18:31
899,B,2010-03-23 01:18:50
899,F,2010-03-23 01:18:56
899,C,2010-03-23 01:22:09
900,A,2011-02-28 22:17:29
900,B,2011-03-25 20:53:05
900,E,2011-03-25 20:55:12
900,B,2011-03-26 00:06:50
900,C,2011-03-26 00:07:01
901,A,2012-07-31 15:21:57
901,C,2012-08-02 23:24:42
901,C,2012-08-02 23:25:31
902,A,2011-09-28 23:48:22
902,B,2011-09-28 23:48:33
902,C,2011-09-30 20:18:02
903,D,2010-11-11 02:05:25
903,A,2010-11-11 17:03:32
903,B,2010-11-15 19:39:09
903,C,2010-11-15 19:40:28
904,A,2011-03-16 17:35:56
904,B,2011-03-16 17:36:41
904,C,2011-03-22 22:43:58
905,A,2011-07-19 21:08:41
905,A,2011-07-19 21:17:50
905,B,2011-07-19 22:54:43
905,C,2011-07-19 22:54:58
907,A,2010-09-27 23:32:23
907,B,2010-09-28 19:06:59
907,E,2010-10-29 18:46:07
907,B,2010-11-05 20:46:33
907,C,2010-11-05 20:46:45
908,A,2011-04-13 15:25:37
908,B,2011-04-13 15:26:34
908,C,2011-04-20 15:56:07
909,A,2012-02-06 18:17:46
909,B,2012-02-06 18:20:42
909,C,2012-02-06 18:53:59
910,A,2012-07-31 18:59:06
910,B,2012-07-31 20:08:38
910,C,2012-08-03 15:58:46
912,A,2010-12-11 01:41:58
912,A,2010-12-13 19:42:47
912,B,2010-12-15 19:42:06
912,C,2010-12-15 23:11:55
913,A,2010-11-11 22:50:41
913,B,2010-11-11 22:56:18
913,C,2010-11-13 00:39:09
914,A,2012-01-24 22:40:05
914,B,2012-01-24 22:51:17
914,C,2012-01-24 22:51:39
915,A,2011-01-04 19:00:58
915,B,2011-01-10 19:36:33
915,C,2011-01-11 17:45:19
916,A,2011-07-05 17:07:25
916,B,2011-07-05 17:07:41
916,C,2011-07-05 17:07:49
917,A,2010-09-07 18:15:00
917,B,2010-09-17 18:44:37
917,C,2010-09-17 18:57:30
918,A,2010-05-28 17:49:53
918,B,2010-06-01 17:30:41
918,C,2010-06-07 21:55:50
919,A,2010-08-17 22:06:32
919,B,2010-08-17 22:10:13
919,E,2010-09-06 16:30:24
919,B,2010-09-15 16:56:50
919,C,2010-09-15 16:57:03
920,A,2010-04-20 22:40:01
920,B,2010-04-30 23:53:17
920,C,2010-05-04 23:25:52
921,A,2010-04-09 15:55:35
921,B,2010-04-12 23:40:09
921,C,2010-05-10 18:53:25
922,A,2011-02-24 17:42:08
922,B,2011-02-24 23:49:17
922,E,2011-03-10 00:29:36
922,E,2011-03-15 20:44:33
922,B,2011-03-25 23:54:37
922,C,2011-03-25 23:54:47
924,A,2010-07-21 21:02:01
924,B,2010-07-22 21:43:43
924,E,2010-07-22 21:44:15
924,B,2010-07-26 17:07:02
924,C,2010-07-26 17:32:30
925,A,2010-09-17 00:32:39
925,B,2010-09-17 00:32:56
925,C,2010-09-21 16:37:41
926,A,2010-09-03 16:51:50
926,B,2010-09-03 17:02:39
926,C,2010-09-03 18:55:39
927,A,2011-10-10 15:25:12
927,B,2011-10-10 15:32:43
927,C,2011-10-10 15:52:25
928,A,2011-02-14 23:15:17
928,B,2011-02-15 17:26:51
928,C,2011-03-08 01:52:38
929,A,2011-01-18 19:51:20
929,A,2011-01-21 20:48:06
929,B,2011-01-21 20:48:50
929,E,2011-01-25 18:52:16
929,B,2011-01-25 20:03:37
929,C,2011-01-25 20:03:46
931,A,2012-02-28 20:33:55
931,B,2012-02-29 02:09:58
931,C,2012-02-29 02:12:09
932,A,2012-02-16 20:01:24
932,C,2012-02-16 20:02:10
933,A,2011-01-12 23:31:23
933,A,2011-01-29 02:42:22
933,B,2011-01-29 02:42:28
933,C,2011-01-31 17:41:02
935,A,2010-04-22 22:44:36
935,B,2010-05-21 15:27:03
935,C,2010-05-26 00:25:45
936,A,2011-05-16 20:24:53
936,B,2011-05-16 20:25:23
936,E,2011-05-16 22:13:05
936,B,2011-05-17 20:35:23
936,C,2011-05-17 20:35:32
938,A,2012-07-26 15:12:09
938,B,2012-07-26 15:18:26
938,E,2012-07-27 15:10:11
938,C,2012-08-07 16:58:49
940,A,2010-03-03 20:38:08
940,B,2010-03-03 20:41:15
940,C,2010-03-03 20:49:35
941,A,2011-07-21 00:05:12
941,B,2011-07-25 21:11:06
941,E,2011-07-25 21:14:05
941,C,2011-08-19 22:18:03
942,A,2011-04-20 20:44:50
942,B,2011-04-20 20:55:31
942,C,2011-04-20 22:28:14
943,A,2011-11-18 22:37:44
943,B,2011-11-18 23:29:56
943,C,2011-11-18 23:41:05
944,A,2011-04-20 20:27:51
944,B,2011-04-20 20:28:05
944,B,2011-04-20 20:29:59
944,B,2011-04-26 15:37:26
944,E,2011-04-26 16:23:28
944,E,2011-04-26 20:37:56
944,B,2011-04-29 20:23:41
944,C,2011-04-29 20:27:24
945,A,2011-09-27 18:35:27
945,A,2011-09-27 19:02:40
945,B,2011-09-27 21:41:23
945,C,2011-09-28 23:45:10
946,A,2011-05-13 21:25:53
946,B,2011-05-13 21:27:33
946,C,2011-05-17 21:10:26
948,A,2010-10-19 21:43:32
948,E,2010-10-20 22:17:59
948,B,2010-10-21 00:05:24
948,E,2010-10-21 00:05:45
948,B,2010-10-21 21:51:06
948,C,2010-10-21 21:52:58
950,A,2012-04-20 15:39:02
950,B,2012-04-20 15:39:39
950,C,2012-04-23 18:07:48
952,A,2011-11-16 20:15:00
952,B,2011-11-19 00:08:39
952,E,2011-11-24 20:31:13
952,C,2011-12-13 23:50:21
953,A,2010-03-11 20:21:24
953,B,2010-03-11 20:21:40
953,C,2010-03-11 20:21:45
954,A,2012-08-02 17:02:49
954,B,2012-08-03 15:13:01
954,C,2012-08-03 15:15:43
955,A,2011-10-03 20:23:27
955,B,2011-10-04 21:03:28
955,C,2011-10-04 21:40:52
956,A,2011-02-22 00:20:50
956,B,2011-02-22 00:21:46
956,C,2011-03-08 20:13:06
957,A,2011-07-06 23:06:20
957,B,2011-07-06 23:06:38
957,C,2011-07-06 23:06:53
958,A,2012-02-14 00:14:30
958,B,2012-02-14 20:48:30
958,E,2012-02-22 17:53:28
958,B,2012-03-02 19:56:58
958,C,2012-03-02 22:52:02
960,A,2011-07-06 23:31:20
960,B,2011-07-19 16:01:01
960,C,2011-07-21 18:13:44
962,A,2012-09-28 23:42:27
962,B,2012-10-01 18:48:57
962,C,2012-10-17 20:49:01
965,A,2010-09-24 18:37:58
965,B,2010-09-28 18:27:26
965,E,2010-09-29 17:57:47
965,B,2010-10-01 17:01:24
965,C,2010-10-01 17:54:21
966,A,2010-11-04 17:30:46
966,B,2010-11-08 19:57:14
966,E,2010-11-08 19:57:35
966,B,2010-11-22 23:44:53
966,C,2010-11-22 23:45:04
967,A,2012-06-29 18:59:16
967,B,2012-07-02 19:00:50
967,C,2012-07-02 21:18:10
968,A,2012-05-14 22:48:40
968,B,2012-05-14 22:49:06
968,C,2012-05-15 15:34:15
969,A,2011-10-11 23:52:13
969,A,2011-10-11 23:59:18
969,B,2011-10-14 15:30:59
969,C,2011-10-14 18:13:37
970,A,2012-05-08 19:00:01
970,B,2012-05-10 23:53:22
970,C,2012-05-10 23:55:29
971,D,2010-06-30 16:22:51
971,A,2010-06-30 16:23:17
971,B,2010-06-30 16:23:25
971,C,2010-07-08 00:33:55
972,A,2012-07-25 23:38:49
972,B,2012-07-26 16:16:10
972,C,2012-07-30 20:07:10
973,A,2010-08-02 23:40:51
973,A,2010-08-03 19:10:25
973,B,2010-08-03 19:10:37
973,C,2010-08-06 20:58:44
973,B,2010-08-23 16:54:24
973,E,2010-08-27 23:04:37
973,B,2010-09-16 21:57:16
973,C,2010-09-16 21:57:32
974,A,2011-01-06 01:37:24
974,A,2011-01-18 01:17:14
974,B,2011-01-18 01:17:19
974,C,2011-01-28 19:34:14
975,A,2012-03-05 19:14:32
975,B,2012-03-05 22:29:12
975,C,2012-03-06 01:52:14
975,C,2012-03-06 01:52:15
976,A,2012-01-12 00:45:36
976,B,2012-01-12 23:17:06
976,C,2012-01-13 17:25:55
977,A,2010-09-24 22:36:43
977,B,2010-09-24 22:36:57
977,E,2010-09-24 22:59:26
977,B,2010-10-20 22:53:10
977,C,2010-10-22 19:02:38
978,A,2011-10-05 23:20:09
978,A,2011-10-05 23:23:42
978,B,2011-10-05 23:24:50
978,C,2011-10-06 16:10:06
981,A,2012-07-10 18:42:30
981,B,2012-07-10 18:42:39
981,C,2012-07-12 16:25:33
981,C,2012-07-12 16:25:34
982,A,2011-11-11 19:56:00
982,B,2011-11-11 20:16:00
982,C,2011-11-11 20:34:23
983,A,2012-03-08 20:10:56
983,C,2012-03-08 20:11:48
985,A,2010-08-25 15:23:31
985,B,2010-08-25 18:54:48
985,C,2010-08-25 18:56:21
987,A,2010-04-19 20:49:41
987,B,2010-04-21 17:03:49
987,C,2010-04-21 20:29:17
987,B,2010-04-21 22:21:45
987,C,2010-04-22 16:03:28
990,A,2012-06-18 18:46:34
990,B,2012-06-19 15:27:20
990,C,2012-06-20 16:09:59
991,A,2011-05-13 20:28:23
991,B,2011-05-13 20:29:05
991,E,2011-05-18 15:02:46
991,B,2011-06-07 15:36:50
991,C,2011-06-07 15:36:56
992,A,2010-08-11 20:32:48
992,B,2010-09-02 16:04:35
992,C,2010-09-02 16:05:33
993,A,2011-03-14 20:11:23
993,B,2011-03-14 20:15:18
993,E,2011-03-28 16:41:55
993,B,2011-03-30 18:22:37
993,C,2011-03-30 18:22:49
994,A,2011-02-08 01:49:00
994,B,2011-02-09 01:04:33
994,C,2011-02-18 23:37:11
995,A,2011-05-25 16:48:31
995,B,2011-05-25 16:49:01
995,E,2011-05-26 17:53:17
995,B,2011-07-01 16:04:12
995,C,2011-07-01 16:14:34
996,A,2010-12-23 22:51:43
996,B,2010-12-27 17:09:54
996,C,2011-01-14 18:31:54
997,A,2011-11-18 22:35:12
997,B,2011-11-21 22:25:49
997,C,2011-11-29 00:39:07
1000,A,2010-01-21 17:53:28
1000,A,2010-01-21 17:53:34
1000,B,2010-01-21 17:53:40
1000,C,2010-01-26 23:06:53
1002,A,2010-08-25 18:36:10
1002,B,2010-08-27 15:34:45
1002,C,2010-08-27 16:42:25
1003,A,2010-12-23 20:23:52
1003,B,2011-01-11 16:55:50
1003,C,2011-01-20 19:59:03
1004,A,2011-09-21 15:09:20
1004,B,2011-09-26 16:52:05
1004,C,2011-09-27 18:29:02
1005,A,2010-12-22 17:35:14
1005,B,2010-12-22 17:49:10
1005,C,2011-01-13 23:26:36
1006,A,2010-01-22 20:09:40
1006,B,2010-01-22 20:09:51
1006,C,2010-01-22 20:09:59
1008,A,2011-10-25 22:35:19
1008,B,2011-10-26 15:19:46
1008,C,2011-11-03 18:37:15
1009,A,2012-05-18 20:11:25
1009,B,2012-05-18 22:23:17
1009,E,2012-05-18 23:07:29
1009,C,2012-05-22 15:53:06
1011,D,2011-09-06 23:37:27
1011,A,2011-09-06 23:44:32
1011,B,2011-09-06 23:44:54
1011,C,2011-09-06 23:55:58
1012,A,2010-05-25 23:14:28
1012,B,2010-05-28 23:38:09
1012,C,2010-05-28 23:38:45
1013,A,2011-12-01 01:32:54
1013,C,2011-12-13 01:50:49
1014,A,2010-12-28 19:41:06
1014,B,2010-12-30 17:50:44
1014,E,2010-12-30 17:51:13
1014,B,2011-01-14 01:53:03
1014,C,2011-01-14 01:55:17
1015,A,2012-02-10 23:44:10
1015,B,2012-02-11 00:48:04
1015,C,2012-02-15 20:07:17
1016,A,2011-04-13 15:43:01
1016,B,2011-04-13 15:45:30
1016,C,2011-04-13 22:57:33
1017,A,2012-09-07 20:24:46
1017,B,2012-09-10 17:51:17
1017,E,2012-09-17 17:56:36
1017,C,2012-10-02 15:03:02
1017,C,2012-10-02 15:03:22
1018,A,2010-09-16 17:03:22
1018,B,2010-09-16 17:48:31
1018,C,2010-09-21 16:24:19
1020,A,2012-05-15 16:09:38
1020,B,2012-05-15 16:09:57
1020,E,2012-05-28 23:21:32
1020,C,2012-06-04 18:49:46
1021,A,2010-05-18 22:59:36
1021,B,2010-05-19 16:08:06
1021,C,2010-05-20 18:17:39
1022,A,2012-01-06 01:55:40
1022,A,2012-01-06 01:55:53
1022,B,2012-01-11 20:59:45
1022,C,2012-01-12 19:39:39
1024,A,2011-07-14 15:22:19
1024,A,2011-07-15 18:40:41
1024,B,2011-07-15 20:44:17
1024,C,2011-07-18 16:33:09
1025,A,2011-03-18 18:41:58
1025,B,2011-03-18 18:42:34
1025,E,2011-03-25 23:24:59
1025,B,2011-04-20 23:42:11
1025,C,2011-04-20 23:42:20
1028,A,2010-12-28 17:31:42
1028,B,2011-01-14 19:45:45
1028,C,2011-01-14 19:46:06
1029,A,2012-05-09 17:25:28
1029,B,2012-05-09 21:22:38
1029,C,2012-05-09 21:40:52
1030,A,2010-02-04 18:40:52
1030,A,2010-02-04 18:41:05
1030,B,2010-02-04 18:41:23
1030,F,2010-02-04 18:41:33
1030,C,2010-02-22 23:05:31
1031,A,2011-02-24 22:41:36
1031,B,2011-02-24 22:41:54
1031,E,2011-03-08 01:53:23
1031,B,2011-03-25 18:53:46
1031,C,2011-03-25 18:54:11
1032,A,2012-04-11 23:07:25
1032,B,2012-04-11 23:07:34
1032,E,2012-04-17 20:29:31
1032,C,2012-05-15 20:31:57
1033,A,2011-11-10 17:25:05
1033,B,2011-11-18 20:29:26
1033,E,2011-11-24 01:07:21
1033,C,2011-12-12 18:40:33
1034,A,2011-12-13 17:22:23
1034,B,2011-12-13 17:27:18
1034,C,2011-12-13 20:50:30
1035,A,2010-12-20 22:19:58
1035,A,2010-12-21 01:42:41
1035,B,2010-12-21 01:42:50
1035,E,2010-12-21 17:59:57
1035,B,2010-12-23 01:57:41
1035,C,2010-12-23 01:58:03
1036,A,2012-05-29 23:38:19
1036,B,2012-05-29 23:38:27
1036,E,2012-05-30 22:35:37
1036,B,2012-05-30 23:32:51
1036,C,2012-06-01 20:40:27
1037,A,2011-10-24 18:11:15
1037,B,2011-10-24 18:19:04
1037,C,2011-10-24 19:02:57
1038,A,2012-07-24 23:29:40
1038,B,2012-07-25 21:33:25
1038,C,2012-07-25 21:53:33
1039,A,2012-06-28 18:14:33
1039,B,2012-06-28 18:55:42
1039,C,2012-06-29 22:35:15
1040,A,2012-02-20 17:07:43
1040,B,2012-02-20 17:07:57
1040,C,2012-02-22 01:35:15
1041,A,2012-05-02 18:44:47
1041,B,2012-05-02 18:44:54
1041,C,2012-05-08 16:37:30
1042,A,2012-05-23 16:22:52
1042,B,2012-05-23 18:07:38
1042,C,2012-05-23 22:24:29
1044,A,2010-05-13 22:45:13
1044,B,2010-05-18 00:21:00
1044,C,2010-05-18 01:10:24
1044,B,2010-05-18 16:21:15
1044,E,2010-05-18 16:44:56
1044,B,2010-05-18 17:26:17
1044,C,2010-05-18 17:28:09
1045,A,2011-06-24 18:10:25
1045,B,2011-06-27 21:36:12
1045,C,2011-06-27 21:37:30
1046,A,2012-04-02 16:42:04
1046,B,2012-04-02 16:42:15
1046,C,2012-04-02 18:12:04
1047,A,2011-07-14 18:17:31
1047,A,2011-07-15 15:34:30
1047,B,2011-07-15 17:49:56
1047,E,2011-07-15 17:51:05
1047,C,2011-07-15 21:18:05
1048,A,2010-12-13 19:53:33
1048,B,2010-12-13 19:53:45
1048,E,2010-12-13 19:54:14
1048,B,2010-12-30 17:41:02
1048,C,2010-12-30 17:41:14
1050,A,2011-05-12 16:27:06
1050,B,2011-05-12 16:27:37
1050,E,2011-05-13 18:46:18
1050,B,2011-05-20 15:05:57
1050,C,2011-05-20 15:06:09
1050,B,2011-06-07 17:09:31
1050,E,2011-06-08 16:09:20
1050,B,2011-06-08 20:44:40
1050,C,2011-06-08 20:44:48
1051,A,2010-12-27 17:06:01
1051,B,2010-12-27 23:46:09
1051,C,2011-01-18 20:26:09
1052,A,2011-02-03 23:26:08
1052,B,2011-02-04 01:19:25
1052,C,2011-02-04 01:20:49
1053,A,2011-06-30 22:53:16
1053,A,2011-06-30 22:53:32
1053,B,2011-07-05 22:22:24
1053,E,2011-07-05 22:26:48
1053,C,2011-07-20 21:19:43
1055,A,2012-01-24 00:13:31
1055,B,2012-01-24 01:49:47
1055,C,2012-01-24 23:19:03
1056,A,2012-06-06 20:08:26
1056,B,2012-06-06 20:08:43
1056,C,2012-06-06 23:16:31
1058,A,2012-06-28 20:24:41
1058,B,2012-06-28 20:25:05
1058,E,2012-07-13 21:26:12
1058,C,2012-07-18 23:43:16
1059,A,2012-01-09 16:53:54
1059,B,2012-01-09 18:30:45
1059,C,2012-01-09 19:31:05
1060,A,2011-09-02 21:25:55
1060,B,2011-09-14 21:30:44
1060,C,2011-09-19 21:56:27
1061,A,2011-06-21 16:55:05
1061,A,2011-06-21 16:55:21
1061,B,2011-06-27 17:24:28
1061,E,2011-07-20 21:14:44
1061,C,2011-07-28 17:26:55
1062,B,2012-01-12 01:46:12
1062,E,2012-01-12 22:49:28
1062,C,2012-02-08 00:06:45
1063,A,2012-07-11 22:48:16
1063,B,2012-07-11 22:48:28
1063,C,2012-07-11 23:24:11
1064,A,2012-05-21 23:39:11
1064,B,2012-05-22 15:34:16
1064,C,2012-05-29 15:08:42
1065,A,2011-08-22 22:39:21
1065,C,2011-08-25 20:58:59
1066,A,2012-05-24 17:32:06
1066,B,2012-05-25 17:42:28
1066,C,2012-05-25 20:30:22
1067,A,2012-02-14 19:34:26
1067,B,2012-02-14 20:48:20
1067,C,2012-02-16 20:40:57
1068,A,2012-05-15 16:49:37
1068,B,2012-05-18 20:33:18
1068,C,2012-05-21 21:18:53
1069,A,2011-06-21 22:09:39
1069,B,2011-06-21 22:10:08
1069,C,2011-06-21 22:10:56
1071,A,2011-05-18 17:38:14
1071,B,2011-05-18 17:38:35
1071,C,2011-05-23 18:35:13
1072,A,2012-07-17 18:43:08
1072,A,2012-07-18 22:58:04
1072,B,2012-07-18 22:58:17
1072,C,2012-07-20 21:17:21
1073,A,2011-12-30 17:47:19
1073,B,2012-01-02 17:40:49
1073,C,2012-01-02 18:45:20
1074,A,2011-10-28 18:45:32
1074,B,2011-11-03 01:41:16
1074,E,2011-11-10 23:21:37
1074,C,2011-11-17 22:49:37
1075,A,2012-08-07 18:01:46
1075,B,2012-08-23 15:05:34
1075,C,2012-09-05 16:54:11
1076,A,2012-04-24 23:48:55
1076,B,2012-04-30 22:02:06
1076,E,2012-05-08 17:17:42
1076,C,2012-05-15 20:31:15
1077,A,2010-09-01 23:21:14
1077,A,2010-09-02 15:28:41
1077,B,2010-09-09 18:02:08
1077,C,2010-09-09 18:18:11
1078,A,2011-02-09 20:06:02
1078,B,2011-02-09 20:08:31
1078,C,2011-02-09 23:12:01
1078,C,2011-02-09 23:12:02
1080,D,2010-06-09 18:33:30
1080,A,2010-06-09 18:33:39
1080,B,2010-06-09 18:34:14
1080,E,2010-06-09 18:50:30
1080,B,2010-06-30 23:52:44
1080,C,2010-06-30 23:54:13
1081,A,2011-11-14 19:15:37
1081,B,2011-11-17 01:08:22
1081,E,2011-11-17 17:31:09
1081,C,2011-11-23 01:37:07
1082,A,2011-08-22 17:38:09
1082,B,2011-08-29 16:23:11
1082,C,2011-09-19 21:03:33
1083,A,2012-02-29 01:02:22
1083,A,2012-02-29 01:02:42
1083,B,2012-02-29 01:55:56
1083,C,2012-02-29 01:56:41
1084,A,2012-04-24 16:13:17
1084,B,2012-05-23 23:46:12
1084,C,2012-05-30 15:20:16
1086,A,2012-07-24 15:42:04
1086,B,2012-07-24 15:43:06
1086,C,2012-07-30 17:52:47
1089,A,2011-03-10 23:37:52
1089,B,2011-03-10 23:38:31
1089,E,2011-03-10 23:44:28
1089,B,2011-03-30 18:26:44
1089,C,2011-03-30 18:26:55
1091,B,2011-11-22 20:03:51
1091,E,2011-11-23 19:43:12
1091,C,2011-12-02 22:30:54
1092,A,2012-07-12 21:22:39
1092,C,2012-07-12 21:58:17
1093,A,2012-01-14 01:27:38
1093,C,2012-01-14 01:34:53
1094,A,2012-06-13 15:45:34
1094,B,2012-06-13 18:27:30
1094,C,2012-06-18 22:50:52
1095,A,2011-09-26 23:01:58
1095,A,2011-09-28 23:28:26
1095,C,2011-09-28 23:28:35
1097,A,2010-04-08 21:02:28
1097,B,2010-04-08 21:02:52
1097,F,2010-04-09 17:34:14
1097,C,2010-05-03 23:25:42
1097,B,2010-05-06 15:41:12
1097,C,2010-05-06 21:36:31
1098,A,2011-07-08 21:48:51
1098,A,2011-07-14 00:01:04
1098,B,2011-07-14 00:01:28
1098,C,2011-07-21 23:51:24
1099,A,2010-06-23 23:01:22
1099,B,2010-06-28 19:07:41
1099,C,2010-06-28 19:08:00
1100,A,2010-10-22 20:35:14
1100,B,2010-10-22 20:40:36
1100,E,2010-10-26 18:16:18
1100,B,2010-11-05 23:10:58
1100,C,2010-11-05 23:11:21
1101,A,2012-08-02 17:12:34
1101,B,2012-08-02 17:14:39
1101,C,2012-08-10 22:50:38
1102,A,2012-07-31 21:05:19
1102,B,2012-07-31 23:14:45
1102,C,2012-08-07 18:53:38
1102,C,2012-08-07 18:53:39
1103,A,2012-07-26 18:09:20
1103,B,2012-07-26 18:22:56
1103,C,2012-07-27 16:54:16
1106,A,2012-07-18 16:23:30
1106,B,2012-07-18 16:23:42
1106,C,2012-07-18 20:24:11
1107,A,2011-10-13 15:17:13
1107,B,2011-10-14 20:41:30
1107,C,2011-10-14 21:22:09
1108,A,2011-03-01 17:24:41
1108,B,2011-03-01 17:25:14
1108,C,2011-03-01 20:29:13
1112,A,2012-07-31 22:43:10
1112,B,2012-08-02 16:22:59
1112,E,2012-08-14 18:57:41
1112,E,2012-08-22 23:06:48
1112,C,2012-09-06 22:38:27
1114,A,2011-05-25 17:38:13
1114,B,2011-05-25 17:38:37
1114,E,2011-05-26 16:43:14
1114,B,2011-06-01 17:54:03
1114,B,2011-06-07 15:44:55
1114,E,2011-06-07 18:32:28
1114,B,2011-06-07 22:24:59
1114,E,2011-06-07 22:28:58
1114,B,2011-06-22 21:01:13
1114,C,2011-06-22 21:02:19
1115,A,2012-02-28 19:47:09
1115,B,2012-02-28 19:47:25
1115,C,2012-02-29 01:40:58
1116,A,2012-07-30 23:42:21
1116,B,2012-07-31 23:23:18
1116,C,2012-08-28 23:03:21
1117,A,2011-10-26 23:30:54
1117,B,2011-11-02 17:13:17
1117,C,2011-11-02 17:13:25
1118,A,2011-09-05 22:28:02
1118,A,2011-09-09 18:03:27
1118,B,2011-09-15 18:57:15
1118,C,2011-09-15 23:06:12
1119,A,2011-05-26 16:26:22
1119,B,2011-05-26 16:26:50
1119,C,2011-05-31 23:00:20
1120,A,2012-01-05 17:26:10
1120,B,2012-01-05 17:26:27
1120,C,2012-01-05 19:20:52
1121,A,2010-04-28 21:40:05
1121,B,2010-05-12 17:51:57
1121,C,2010-05-12 17:52:03
1122,A,2012-07-31 15:20:05
1122,B,2012-07-31 15:20:14
1122,C,2012-07-31 18:24:45
1123,A,2010-11-16 19:40:24
1123,B,2010-11-16 19:40:56
1123,C,2010-11-16 20:32:57
1125,A,2012-05-17 22:34:02
1125,B,2012-05-17 23:07:53
1125,C,2012-05-18 22:22:22
1126,A,2012-01-10 22:31:21
1126,C,2012-01-13 17:28:55
1126,C,2012-01-13 17:28:56
1127,A,2012-01-18 18:39:21
1127,B,2012-01-18 20:23:37
1127,C,2012-01-18 23:14:02
1128,A,2012-04-11 20:51:59
1128,B,2012-04-11 20:52:12
1128,C,2012-04-16 17:54:56
1130,A,2010-02-10 01:07:04
1130,B,2010-02-10 01:07:11
1130,C,2010-02-10 01:07:18
1131,A,2012-03-28 17:03:55
1131,B,2012-03-28 17:04:21
1131,C,2012-03-28 17:08:00
1132,A,2012-01-11 19:52:28
1132,B,2012-01-11 22:40:05
1132,C,2012-01-19 00:15:37
1133,A,2012-01-18 19:23:55
1133,B,2012-01-18 19:24:06
1133,C,2012-01-18 22:50:24
1134,A,2012-07-17 15:22:25
1134,B,2012-07-17 15:22:33
1134,C,2012-07-17 20:52:35
1136,A,2012-06-12 16:23:44
1136,C,2012-06-15 14:56:23
1137,A,2012-06-18 18:44:18
1137,B,2012-06-18 22:46:31
1137,C,2012-06-18 22:46:46
1138,A,2012-01-10 01:23:38
1138,B,2012-01-10 01:23:57
1138,C,2012-01-17 20:49:33
1139,A,2011-12-14 00:51:46
1139,B,2011-12-14 00:52:10
1139,C,2011-12-14 01:57:49
1140,A,2011-01-19 18:17:21
1140,B,2011-01-25 19:28:10
1140,E,2011-01-26 01:33:05
1140,B,2011-02-09 20:37:25
1140,C,2011-02-09 20:37:34
1141,A,2010-08-11 20:41:35
1141,B,2010-08-30 23:03:37
1141,E,2010-08-30 23:04:04
1141,B,2010-09-13 16:50:59
1141,E,2010-09-13 16:51:37
1141,B,2010-09-13 18:33:01
1141,E,2010-09-13 18:33:06
1141,B,2010-09-13 18:33:18
1141,E,2010-09-13 18:33:27
1141,B,2010-09-20 17:04:20
1141,C,2010-09-20 17:04:28
1143,A,2012-07-23 19:01:18
1143,B,2012-07-23 23:01:05
1143,C,2012-07-25 16:28:00
1146,A,2011-04-04 18:13:39
1146,B,2011-04-04 18:14:04
1146,C,2011-04-04 18:16:27
1147,A,2011-01-11 20:54:55
1147,B,2011-01-14 17:33:59
1147,C,2011-01-14 17:52:06
1148,A,2010-12-14 20:04:53
1148,B,2010-12-14 20:05:16
1148,C,2010-12-14 20:05:33
1149,A,2011-10-25 15:25:02
1149,B,2011-10-25 15:26:54
1149,C,2011-10-25 17:50:54
