case,event,time
422,F,1970/1/11 6:20
423,A,1970/1/10 9:50
423,B,1970/1/10 9:59
423,G,1970/1/10 10:24
423,D,1970/1/10 10:32
423,H,1970/1/10 10:41
423,G,1970/1/10 10:58
423,D,1970/1/10 11:08
423,F,1970/1/10 11:13
426,A,1970/1/10 10:21
426,B,1970/1/10 10:29
426,G,1970/1/10 10:56
426,D,1970/1/10 11:04
426,H,1970/1/10 11:13
426,G,1970/1/10 11:18
426,D,1970/1/10 11:28
426,H,1970/1/10 11:37
426,G,1970/1/10 11:57
426,D,1970/1/10 12:06
426,F,1970/1/10 12:12
427,A,1970/1/10 22:17
427,B,1970/1/10 22:27
427,G,1970/1/10 23:07
427,D,1970/1/10 23:15
427,F,1970/1/10 23:23
429,A,1970/1/11 10:52
429,B,1970/1/11 11:01
429,G,1970/1/11 11:34
429,D,1970/1/11 11:40
429,F,1970/1/11 11:49
43,A,1970/1/3 1:00
43,B,1970/1/3 1:07
43,G,1970/1/3 1:29
43,D,1970/1/3 1:36
43,H,1970/1/3 1:43
43,G,1970/1/3 1:49
43,D,1970/1/3 1:57
43,H,1970/1/3 2:06
43,G,1970/1/3 2:16
43,D,1970/1/3 2:22
43,F,1970/1/3 2:32
433,A,1970/1/11 17:06
433,B,1970/1/11 17:15
433,G,1970/1/11 17:45
433,D,1970/1/11 17:55
433,F,1970/1/11 18:00
436,A,1970/1/10 23:34
436,B,1970/1/10 23:39
436,G,1970/1/10 23:54
436,D,1970/1/11 0:01
436,F,1970/1/11 0:10
438,A,1970/1/10 18:40
438,B,1970/1/10 18:46
438,G,1970/1/10 19:20
438,D,1970/1/10 19:30
438,F,1970/1/10 19:40
439,A,1970/1/11 21:56
439,B,1970/1/11 22:06
439,G,1970/1/11 22:19
439,D,1970/1/11 22:28
439,F,1970/1/11 22:40
441,A,1970/1/11 7:07
441,B,1970/1/11 7:13
441,G,1970/1/11 7:40
441,D,1970/1/11 7:50
441,F,1970/1/11 7:55
448,A,1970/1/11 4:30
448,B,1970/1/11 4:37
448,G,1970/1/11 5:25
448,D,1970/1/11 5:33
448,F,1970/1/11 5:39
452,A,1970/1/12 5:46
452,B,1970/1/12 5:52
452,G,1970/1/12 6:25
452,D,1970/1/12 6:34
452,F,1970/1/12 6:44
453,A,1970/1/11 1:55
453,B,1970/1/11 2:01
453,G,1970/1/11 2:46
453,D,1970/1/11 2:53
453,F,1970/1/11 3:00
455,A,1970/1/11 3:27
455,B,1970/1/11 3:37
455,G,1970/1/11 4:15
455,D,1970/1/11 4:20
455,H,1970/1/11 4:29
455,G,1970/1/11 4:41
455,D,1970/1/11 4:47
455,H,1970/1/11 4:57
455,G,1970/1/11 5:02
455,D,1970/1/11 5:12
455,F,1970/1/11 5:18
459,A,1970/1/11 18:42
459,B,1970/1/11 18:49
459,G,1970/1/11 19:10
459,D,1970/1/11 19:18
459,H,1970/1/11 19:25
459,G,1970/1/11 19:40
459,D,1970/1/11 19:50
459,F,1970/1/11 19:59
461,A,1970/1/12 1:18
461,B,1970/1/12 1:23
461,G,1970/1/12 1:37
461,D,1970/1/12 1:44
461,H,1970/1/12 1:51
461,G,1970/1/12 1:56
461,D,1970/1/12 2:01
461,F,1970/1/12 2:11
462,A,1970/1/11 2:43
462,B,1970/1/11 2:53
462,G,1970/1/11 3:08
462,D,1970/1/11 3:16
462,H,1970/1/11 3:21
462,G,1970/1/11 3:27
462,D,1970/1/11 3:35
462,H,1970/1/11 3:42
462,G,1970/1/11 3:49
462,D,1970/1/11 3:56
462,F,1970/1/11 4:04
468,A,1970/1/12 11:44
468,B,1970/1/12 11:53
468,G,1970/1/12 12:07
468,D,1970/1/12 12:13
468,F,1970/1/12 12:34
469,A,1970/1/12 10:04
469,B,1970/1/12 10:13
469,G,1970/1/12 10:44
469,D,1970/1/12 10:54
469,F,1970/1/12 10:59
47,A,1970/1/3 11:26
47,B,1970/1/3 11:31
47,G,1970/1/3 12:04
47,D,1970/1/3 12:14
47,F,1970/1/3 12:21
470,A,1970/1/11 16:08
470,B,1970/1/11 16:14
470,G,1970/1/11 16:33
470,D,1970/1/11 16:38
470,H,1970/1/11 16:46
470,G,1970/1/11 16:52
470,D,1970/1/11 17:01
470,H,1970/1/11 17:08
470,G,1970/1/11 17:13
470,D,1970/1/11 17:23
470,F,1970/1/11 17:30
471,A,1970/1/11 11:16
471,B,1970/1/11 11:22
471,G,1970/1/11 11:46
471,D,1970/1/11 11:52
471,F,1970/1/11 12:01
473,A,1970/1/11 8:45
473,B,1970/1/11 8:51
473,G,1970/1/11 9:23
473,D,1970/1/11 9:31
473,F,1970/1/11 9:40
475,A,1970/1/11 18:35
475,B,1970/1/11 18:40
475,G,1970/1/11 19:09
475,D,1970/1/11 19:14
475,F,1970/1/11 19:24
476,A,1970/1/11 11:25
476,B,1970/1/11 11:34
476,G,1970/1/11 11:44
476,D,1970/1/11 11:50
476,H,1970/1/11 11:59
476,G,1970/1/11 12:06
476,D,1970/1/11 12:16
476,H,1970/1/11 12:23
476,G,1970/1/11 12:41
476,D,1970/1/11 12:47
476,F,1970/1/11 12:53
478,A,1970/1/11 11:08
478,B,1970/1/11 11:16
478,G,1970/1/11 11:47
478,D,1970/1/11 11:55
478,H,1970/1/11 12:04
478,G,1970/1/11 12:23
478,D,1970/1/11 12:29
478,F,1970/1/11 12:39
479,A,1970/1/11 10:38
479,B,1970/1/11 10:46
479,G,1970/1/11 11:01
479,D,1970/1/11 11:09
479,H,1970/1/11 11:14
479,G,1970/1/11 11:20
479,D,1970/1/11 11:25
479,H,1970/1/11 11:30
479,G,1970/1/11 11:37
479,D,1970/1/11 11:46
479,F,1970/1/11 11:54
48,A,1970/1/3 5:22
48,B,1970/1/3 5:32
48,G,1970/1/3 6:05
48,D,1970/1/3 6:11
48,H,1970/1/3 6:19
48,G,1970/1/3 6:24
48,D,1970/1/3 6:34
48,H,1970/1/3 6:39
48,G,1970/1/3 6:50
48,D,1970/1/3 6:58
48,F,1970/1/3 7:08
481,A,1970/1/12 15:52
481,B,1970/1/12 16:01
481,G,1970/1/12 16:31
481,D,1970/1/12 16:40
481,F,1970/1/12 16:47
488,A,1970/1/12 14:22
488,B,1970/1/12 14:30
488,G,1970/1/12 15:06
488,D,1970/1/12 15:14
488,F,1970/1/12 15:23
49,A,1970/1/2 9:08
49,B,1970/1/2 9:14
49,G,1970/1/2 9:41
49,D,1970/1/2 9:46
49,H,1970/1/2 9:51
49,G,1970/1/2 9:58
49,D,1970/1/2 10:07
49,H,1970/1/2 10:13
49,G,1970/1/2 10:20
49,D,1970/1/2 10:30
49,F,1970/1/2 10:35
490,A,1970/1/12 3:26
490,B,1970/1/12 3:35
490,G,1970/1/12 4:09
490,D,1970/1/12 4:17
490,H,1970/1/12 4:24
490,G,1970/1/12 4:34
490,D,1970/1/12 4:39
490,F,1970/1/12 4:45
492,A,1970/1/12 13:47
492,B,1970/1/12 13:55
492,G,1970/1/12 14:13
492,D,1970/1/12 14:21
492,H,1970/1/12 14:29
492,G,1970/1/12 14:36
492,D,1970/1/12 14:46
492,H,1970/1/12 14:52
492,G,1970/1/12 14:58
492,D,1970/1/12 15:06
492,F,1970/1/12 15:16
495,A,1970/1/11 12:45
495,B,1970/1/11 12:55
495,G,1970/1/11 13:09
495,D,1970/1/11 13:17
495,F,1970/1/11 13:26
496,A,1970/1/11 13:16
496,B,1970/1/11 13:23
496,G,1970/1/11 13:41
496,D,1970/1/11 13:48
496,H,1970/1/11 13:56
496,G,1970/1/11 14:06
496,D,1970/1/11 14:16
496,F,1970/1/11 14:23
503,A,1970/1/12 9:56
503,B,1970/1/12 10:06
503,G,1970/1/12 10:45
503,D,1970/1/12 10:51
503,F,1970/1/12 10:59
504,A,1970/1/12 9:43
504,B,1970/1/12 9:53
504,G,1970/1/12 10:32
504,D,1970/1/12 10:38
504,F,1970/1/12 10:45
507,A,1970/1/13 6:48
507,B,1970/1/13 6:58
507,G,1970/1/13 7:27
507,D,1970/1/13 7:34
507,H,1970/1/13 7:43
507,G,1970/1/13 7:50
507,D,1970/1/13 7:59
507,H,1970/1/13 8:04
507,G,1970/1/13 8:13
507,D,1970/1/13 8:20
507,F,1970/1/13 8:26
508,A,1970/1/13 0:42
508,B,1970/1/13 0:52
508,G,1970/1/13 1:11
508,D,1970/1/13 1:19
508,F,1970/1/13 1:29
51,A,1970/1/3 12:39
51,B,1970/1/3 12:46
51,G,1970/1/3 13:32
51,D,1970/1/3 13:41
51,F,1970/1/3 13:51
513,A,1970/1/12 17:29
513,B,1970/1/12 17:38
513,G,1970/1/12 18:21
513,D,1970/1/12 18:31
513,F,1970/1/12 18:40
514,A,1970/1/13 0:12
514,B,1970/1/13 0:18
514,G,1970/1/13 0:39
514,D,1970/1/13 0:47
514,F,1970/1/13 0:56
515,A,1970/1/13 0:50
515,B,1970/1/13 0:59
515,G,1970/1/13 1:39
515,D,1970/1/13 1:45
515,F,1970/1/13 1:53
517,A,1970/1/12 1:45
517,B,1970/1/12 1:52
517,G,1970/1/12 2:07
517,D,1970/1/12 2:13
517,H,1970/1/12 2:20
517,G,1970/1/12 2:25
517,D,1970/1/12 2:33
517,F,1970/1/12 2:42
518,A,1970/1/12 13:25
518,B,1970/1/12 13:31
518,G,1970/1/12 13:42
518,D,1970/1/12 13:47
518,F,1970/1/12 14:18
52,A,1970/1/3 3:08
52,B,1970/1/3 3:15
52,G,1970/1/3 3:43
52,D,1970/1/3 3:51
52,F,1970/1/3 4:00
520,A,1970/1/12 1:10
520,B,1970/1/12 1:20
520,G,1970/1/12 1:49
520,D,1970/1/12 1:59
520,F,1970/1/12 2:08
521,A,1970/1/12 13:44
521,B,1970/1/12 13:54
521,G,1970/1/12 14:13
521,D,1970/1/12 14:19
521,F,1970/1/12 14:26
522,A,1970/1/12 19:50
522,B,1970/1/12 20:00
522,G,1970/1/12 20:22
522,D,1970/1/12 20:27
522,F,1970/1/12 20:36
524,A,1970/1/13 5:04
524,B,1970/1/13 5:10
524,G,1970/1/13 5:45
524,D,1970/1/13 5:54
524,H,1970/1/13 6:00
524,G,1970/1/13 6:13
524,D,1970/1/13 6:23
524,F,1970/1/13 6:33
525,A,1970/1/12 9:58
525,B,1970/1/12 10:06
525,G,1970/1/12 10:23
525,D,1970/1/12 10:32
525,H,1970/1/12 10:40
525,G,1970/1/12 10:47
525,D,1970/1/12 10:52
525,H,1970/1/12 11:02
525,G,1970/1/12 11:09
525,D,1970/1/12 11:15
525,F,1970/1/12 11:21
530,A,1970/1/12 9:47
530,B,1970/1/12 9:57
530,G,1970/1/12 10:15
530,D,1970/1/12 10:25
530,F,1970/1/12 10:40
531,A,1970/1/13 11:59
531,B,1970/1/13 12:09
531,G,1970/1/13 12:22
531,D,1970/1/13 12:28
531,H,1970/1/13 12:34
531,G,1970/1/13 12:43
531,D,1970/1/13 12:49
531,F,1970/1/13 12:58
532,A,1970/1/13 4:57
532,B,1970/1/13 5:07
532,G,1970/1/13 5:30
532,D,1970/1/13 5:36
532,F,1970/1/13 5:44
534,A,1970/1/13 17:10
534,B,1970/1/13 17:20
534,G,1970/1/13 17:34
534,D,1970/1/13 17:42
534,H,1970/1/13 17:52
534,G,1970/1/13 18:09
534,D,1970/1/13 18:17
534,F,1970/1/13 18:24
541,A,1970/1/13 14:22
541,B,1970/1/13 14:30
541,G,1970/1/13 15:08
541,D,1970/1/13 15:14
541,H,1970/1/13 15:23
541,G,1970/1/13 15:37
541,D,1970/1/13 15:42
541,F,1970/1/13 15:48
543,A,1970/1/12 17:32
543,B,1970/1/12 17:38
543,G,1970/1/12 17:47
543,D,1970/1/12 17:53
543,H,1970/1/12 17:59
543,G,1970/1/12 18:11
543,D,1970/1/12 18:18
543,F,1970/1/12 18:27
544,A,1970/1/12 9:53
544,B,1970/1/12 10:02
544,G,1970/1/12 10:17
544,D,1970/1/12 10:26
544,H,1970/1/12 10:31
544,G,1970/1/12 10:36
544,D,1970/1/12 10:41
544,H,1970/1/12 10:50
544,G,1970/1/12 11:02
544,D,1970/1/12 11:10
544,F,1970/1/12 11:19
545,A,1970/1/12 17:24
545,B,1970/1/12 17:31
545,G,1970/1/12 17:51
545,D,1970/1/12 17:58
545,F,1970/1/12 18:07
549,A,1970/1/14 0:10
549,B,1970/1/14 0:18
549,G,1970/1/14 0:35
549,D,1970/1/14 0:40
549,H,1970/1/14 0:46
549,G,1970/1/14 1:00
549,D,1970/1/14 1:08
549,F,1970/1/14 1:13
55,A,1970/1/3 13:24
55,B,1970/1/3 13:31
55,G,1970/1/3 14:08
55,D,1970/1/3 14:17
55,H,1970/1/3 14:27
55,G,1970/1/3 14:45
55,D,1970/1/3 14:51
55,F,1970/1/3 15:01
550,A,1970/1/13 16:22
550,B,1970/1/13 16:31
550,G,1970/1/13 16:50
550,D,1970/1/13 16:55
550,F,1970/1/13 17:20
557,A,1970/1/13 17:40
557,B,1970/1/13 17:49
557,G,1970/1/13 17:57
557,D,1970/1/13 18:07
557,H,1970/1/13 18:15
557,G,1970/1/13 18:35
557,D,1970/1/13 18:41
557,F,1970/1/13 18:49
558,A,1970/1/14 2:04
558,B,1970/1/14 2:13
558,G,1970/1/14 2:55
558,D,1970/1/14 3:04
558,F,1970/1/14 3:09
56,A,1970/1/3 12:08
56,B,1970/1/3 12:16
56,G,1970/1/3 12:35
56,D,1970/1/3 12:43
56,F,1970/1/3 12:52
571,A,1970/1/13 7:23
571,B,1970/1/13 7:30
571,G,1970/1/13 7:52
571,D,1970/1/13 7:59
571,F,1970/1/13 8:16
573,A,1970/1/13 7:34
573,B,1970/1/13 7:41
573,G,1970/1/13 8:08
573,D,1970/1/13 8:14
573,H,1970/1/13 8:19
573,G,1970/1/13 8:30
573,D,1970/1/13 8:39
573,F,1970/1/13 8:47
579,A,1970/1/13 14:41
579,B,1970/1/13 14:46
579,G,1970/1/13 15:04
579,D,1970/1/13 15:11
579,F,1970/1/13 15:18
584,A,1970/1/14 0:53
584,B,1970/1/14 0:58
584,G,1970/1/14 1:36
584,D,1970/1/14 1:43
584,F,1970/1/14 1:53
585,A,1970/1/14 19:26
585,B,1970/1/14 19:31
585,G,1970/1/14 19:50
585,D,1970/1/14 19:56
585,F,1970/1/14 20:05
587,A,1970/1/14 15:22
587,B,1970/1/14 15:27
587,G,1970/1/14 15:41
587,D,1970/1/14 15:48
587,H,1970/1/14 15:57
587,G,1970/1/14 16:03
587,D,1970/1/14 16:12
587,H,1970/1/14 16:22
587,G,1970/1/14 16:29
587,D,1970/1/14 16:34
587,F,1970/1/14 16:43
590,A,1970/1/13 18:35
590,B,1970/1/13 18:42
590,G,1970/1/13 19:16
590,D,1970/1/13 19:22
590,H,1970/1/13 19:31
590,G,1970/1/13 19:36
590,D,1970/1/13 19:45
590,F,1970/1/13 19:51
591,A,1970/1/14 10:11
591,B,1970/1/14 10:17
591,G,1970/1/14 10:50
591,D,1970/1/14 10:58
591,F,1970/1/14 11:03
592,A,1970/1/14 10:24
592,B,1970/1/14 10:34
592,G,1970/1/14 11:02
592,D,1970/1/14 11:12
592,F,1970/1/14 11:19
597,A,1970/1/13 16:38
597,B,1970/1/13 16:45
597,G,1970/1/13 17:20
597,D,1970/1/13 17:26
597,F,1970/1/13 17:36
598,A,1970/1/13 16:10
598,B,1970/1/13 16:20
598,G,1970/1/13 16:47
598,D,1970/1/13 16:53
598,F,1970/1/13 17:00
599,A,1970/1/13 15:55
599,B,1970/1/13 16:03
599,G,1970/1/13 16:24
599,D,1970/1/13 16:33
599,F,1970/1/13 16:50
601,A,1970/1/14 23:45
601,B,1970/1/14 23:53
601,G,1970/1/15 0:03
601,D,1970/1/15 0:12
601,H,1970/1/15 0:18
601,G,1970/1/15 0:23
601,D,1970/1/15 0:29
601,H,1970/1/15 0:37
601,G,1970/1/15 0:51
601,D,1970/1/15 0:59
601,F,1970/1/15 1:07
602,A,1970/1/14 17:51
602,B,1970/1/14 18:00
602,G,1970/1/14 18:10
602,D,1970/1/14 18:16
602,H,1970/1/14 18:22
602,G,1970/1/14 18:36
602,D,1970/1/14 18:45
602,F,1970/1/14 18:52
603,A,1970/1/14 9:43
603,B,1970/1/14 9:48
603,G,1970/1/14 10:07
603,D,1970/1/14 10:17
603,H,1970/1/14 10:24
603,G,1970/1/14 10:29
603,D,1970/1/14 10:34
603,H,1970/1/14 10:43
603,G,1970/1/14 10:48
603,D,1970/1/14 10:58
603,F,1970/1/14 11:08
605,A,1970/1/13 21:20
605,B,1970/1/13 21:25
605,G,1970/1/13 21:32
605,D,1970/1/13 21:42
605,H,1970/1/13 21:48
605,G,1970/1/13 21:54
605,D,1970/1/13 22:01
605,F,1970/1/13 22:07
608,A,1970/1/14 0:25
608,B,1970/1/14 0:35
608,G,1970/1/14 1:01
608,D,1970/1/14 1:06
608,H,1970/1/14 1:16
608,G,1970/1/14 1:22
608,D,1970/1/14 1:31
608,H,1970/1/14 1:36
608,G,1970/1/14 1:42
608,D,1970/1/14 1:47
608,F,1970/1/14 1:55
609,A,1970/1/15 0:19
609,B,1970/1/15 0:26
609,G,1970/1/15 0:48
609,D,1970/1/15 0:56
609,H,1970/1/15 1:05
609,G,1970/1/15 1:25
609,D,1970/1/15 1:34
609,F,1970/1/15 1:43
61,A,1970/1/2 17:47
61,B,1970/1/2 17:53
61,G,1970/1/2 18:17
61,D,1970/1/2 18:27
61,H,1970/1/2 18:34
61,G,1970/1/2 18:45
61,D,1970/1/2 18:53
61,H,1970/1/2 19:00
61,G,1970/1/2 19:17
61,D,1970/1/2 19:24
61,F,1970/1/2 19:32
614,A,1970/1/14 6:41
614,B,1970/1/14 6:48
614,G,1970/1/14 7:03
614,D,1970/1/14 7:13
614,H,1970/1/14 7:19
614,G,1970/1/14 7:39
614,D,1970/1/14 7:49
614,F,1970/1/14 7:56
615,A,1970/1/14 0:02
615,B,1970/1/14 0:08
615,G,1970/1/14 0:47
615,D,1970/1/14 0:53
615,H,1970/1/14 1:01
615,G,1970/1/14 1:08
615,D,1970/1/14 1:16
615,H,1970/1/14 1:26
615,G,1970/1/14 1:34
615,D,1970/1/14 1:43
615,F,1970/1/14 1:52
617,A,1970/1/14 11:52
617,B,1970/1/14 12:01
617,G,1970/1/14 12:20
617,D,1970/1/14 12:30
617,F,1970/1/14 12:39
618,A,1970/1/15 2:55
618,B,1970/1/15 3:05
618,G,1970/1/15 3:50
618,D,1970/1/15 3:57
618,F,1970/1/15 4:06
62,A,1970/1/2 22:13
62,B,1970/1/2 22:20
62,G,1970/1/2 22:33
62,D,1970/1/2 22:42
62,H,1970/1/2 22:51
62,G,1970/1/2 22:58
62,D,1970/1/2 23:05
62,F,1970/1/2 23:11
620,A,1970/1/14 6:50
620,B,1970/1/14 6:57
620,G,1970/1/14 7:18
620,D,1970/1/14 7:26
620,H,1970/1/14 7:33
620,G,1970/1/14 7:46
620,D,1970/1/14 7:55
620,F,1970/1/14 8:02
621,A,1970/1/15 11:56
621,B,1970/1/15 12:06
621,G,1970/1/15 12:33
621,D,1970/1/15 12:43
621,H,1970/1/15 12:50
621,G,1970/1/15 12:55
621,D,1970/1/15 13:03
621,F,1970/1/15 13:13
622,A,1970/1/14 21:55
622,B,1970/1/14 22:02
622,G,1970/1/14 22:42
622,D,1970/1/14 22:51
622,F,1970/1/14 23:01
623,A,1970/1/14 3:32
623,B,1970/1/14 3:38
623,G,1970/1/14 4:23
623,D,1970/1/14 4:28
623,F,1970/1/14 4:35
624,A,1970/1/15 5:06
624,B,1970/1/15 5:13
624,G,1970/1/15 5:46
624,D,1970/1/15 5:51
624,F,1970/1/15 5:56
625,A,1970/1/14 4:58
625,B,1970/1/14 5:05
625,G,1970/1/14 5:49
625,D,1970/1/14 5:58
625,F,1970/1/14 6:07
626,A,1970/1/14 15:26
626,B,1970/1/14 15:36
626,G,1970/1/14 15:59
626,D,1970/1/14 16:08
626,F,1970/1/14 16:17
627,A,1970/1/15 2:08
627,B,1970/1/15 2:17
627,G,1970/1/15 2:44
627,D,1970/1/15 2:49
627,H,1970/1/15 2:55
627,G,1970/1/15 3:01
627,D,1970/1/15 3:07
627,H,1970/1/15 3:15
627,G,1970/1/15 3:35
627,D,1970/1/15 3:43
627,F,1970/1/15 3:53
628,A,1970/1/15 4:49
628,B,1970/1/15 4:54
628,G,1970/1/15 5:20
628,D,1970/1/15 5:29
628,H,1970/1/15 5:39
628,G,1970/1/15 5:46
628,D,1970/1/15 5:53
628,H,1970/1/15 6:03
628,G,1970/1/15 6:23
628,D,1970/1/15 6:29
628,F,1970/1/15 6:39
629,A,1970/1/15 7:33
629,B,1970/1/15 7:42
629,G,1970/1/15 8:17
629,D,1970/1/15 8:26
629,F,1970/1/15 8:33
630,A,1970/1/15 0:57
630,B,1970/1/15 1:02
630,G,1970/1/15 1:26
630,D,1970/1/15 1:35
630,H,1970/1/15 1:41
630,G,1970/1/15 2:00
630,D,1970/1/15 2:07
630,F,1970/1/15 2:12
631,A,1970/1/15 15:53
631,B,1970/1/15 16:02
631,G,1970/1/15 16:21
631,D,1970/1/15 16:29
631,H,1970/1/15 16:35
631,G,1970/1/15 16:46
631,D,1970/1/15 16:51
631,F,1970/1/15 16:58
633,A,1970/1/15 11:55
633,B,1970/1/15 12:02
633,G,1970/1/15 12:18
633,D,1970/1/15 12:27
633,F,1970/1/15 12:34
637,A,1970/1/14 12:45
637,B,1970/1/14 12:55
637,G,1970/1/14 13:39
637,D,1970/1/14 13:47
637,F,1970/1/14 13:52
641,A,1970/1/15 14:07
641,B,1970/1/15 14:12
641,G,1970/1/15 14:25
641,D,1970/1/15 14:30
641,H,1970/1/15 14:38
641,G,1970/1/15 14:55
641,D,1970/1/15 15:04
641,F,1970/1/15 15:10
642,A,1970/1/14 19:27
642,B,1970/1/14 19:37
642,G,1970/1/14 20:13
642,D,1970/1/14 20:20
642,F,1970/1/14 20:26
644,A,1970/1/14 15:21
644,B,1970/1/14 15:26
644,G,1970/1/14 15:54
644,D,1970/1/14 16:04
644,F,1970/1/14 16:09
645,A,1970/1/16 2:39
645,B,1970/1/16 2:48
645,G,1970/1/16 3:24
645,D,1970/1/16 3:33
645,F,1970/1/16 3:42
649,A,1970/1/15 10:38
649,B,1970/1/15 10:48
649,G,1970/1/15 11:20
649,D,1970/1/15 11:25
649,F,1970/1/15 11:32
653,A,1970/1/14 20:00
653,B,1970/1/14 20:05
653,G,1970/1/14 20:23
653,D,1970/1/14 20:33
653,F,1970/1/14 20:53
658,A,1970/1/15 4:11
658,B,1970/1/15 4:20
658,G,1970/1/15 4:31
658,D,1970/1/15 4:38
658,H,1970/1/15 4:44
658,G,1970/1/15 4:58
658,D,1970/1/15 5:05
658,F,1970/1/15 5:10
660,A,1970/1/15 12:48
660,B,1970/1/15 12:54
660,G,1970/1/15 13:29
660,D,1970/1/15 13:38
660,F,1970/1/15 13:46
661,A,1970/1/16 0:13
661,B,1970/1/16 0:20
661,G,1970/1/16 0:59
661,D,1970/1/16 1:08
661,F,1970/1/16 1:17
667,A,1970/1/15 16:38
667,B,1970/1/15 16:46
667,G,1970/1/15 17:02
667,D,1970/1/15 17:12
667,F,1970/1/15 17:27
668,A,1970/1/15 13:52
668,B,1970/1/15 14:02
668,G,1970/1/15 14:40
668,D,1970/1/15 14:47
668,F,1970/1/15 14:56
669,A,1970/1/15 8:43
669,B,1970/1/15 8:51
669,G,1970/1/15 9:25
669,D,1970/1/15 9:35
669,H,1970/1/15 9:41
669,G,1970/1/15 9:47
669,D,1970/1/15 9:56
669,H,1970/1/15 10:04
669,G,1970/1/15 10:23
669,D,1970/1/15 10:28
669,F,1970/1/15 10:33
67,A,1970/1/3 7:52
67,B,1970/1/3 8:02
67,G,1970/1/3 8:28
67,D,1970/1/3 8:33
67,F,1970/1/3 8:42
671,A,1970/1/15 3:59
671,B,1970/1/15 4:08
671,G,1970/1/15 4:28
671,D,1970/1/15 4:34
671,F,1970/1/15 4:42
678,A,1970/1/16 10:26
678,B,1970/1/16 10:32
678,G,1970/1/16 10:56
678,D,1970/1/16 11:02
678,H,1970/1/16 11:11
678,G,1970/1/16 11:18
678,D,1970/1/16 11:27
678,H,1970/1/16 11:35
678,G,1970/1/16 11:41
678,D,1970/1/16 11:47
678,F,1970/1/16 11:55
680,A,1970/1/16 13:33
680,B,1970/1/16 13:39
680,G,1970/1/16 14:02
680,D,1970/1/16 14:08
680,F,1970/1/16 14:16
683,A,1970/1/16 2:25
683,B,1970/1/16 2:32
683,G,1970/1/16 2:58
683,D,1970/1/16 3:07
683,H,1970/1/16 3:16
683,G,1970/1/16 3:21
683,D,1970/1/16 3:28
683,H,1970/1/16 3:37
683,G,1970/1/16 3:47
683,D,1970/1/16 3:54
683,F,1970/1/16 3:59
687,A,1970/1/16 0:34
687,B,1970/1/16 0:43
687,G,1970/1/16 0:59
687,D,1970/1/16 1:07
687,F,1970/1/16 1:13
688,A,1970/1/15 13:44
688,B,1970/1/15 13:49
688,G,1970/1/15 14:30
688,D,1970/1/15 14:40
688,F,1970/1/15 14:50
694,A,1970/1/16 22:36
694,B,1970/1/16 22:41
694,G,1970/1/16 23:23
694,D,1970/1/16 23:30
694,F,1970/1/16 23:39
696,A,1970/1/16 12:59
696,B,1970/1/16 13:08
696,G,1970/1/16 13:19
696,D,1970/1/16 13:29
696,H,1970/1/16 13:37
696,G,1970/1/16 13:42
696,D,1970/1/16 13:51
696,H,1970/1/16 14:01
696,G,1970/1/16 14:15
696,D,1970/1/16 14:21
696,F,1970/1/16 14:26
70,A,1970/1/2 22:05
70,B,1970/1/2 22:10
70,G,1970/1/2 22:37
70,D,1970/1/2 22:45
70,F,1970/1/2 22:55
704,A,1970/1/15 20:57
704,B,1970/1/15 21:05
704,G,1970/1/15 21:22
704,D,1970/1/15 21:30
704,H,1970/1/15 21:39
704,G,1970/1/15 21:44
704,D,1970/1/15 21:50
704,F,1970/1/15 21:59
706,A,1970/1/17 6:01
706,B,1970/1/17 6:10
706,G,1970/1/17 6:33
706,D,1970/1/17 6:41
706,F,1970/1/17 6:48
707,A,1970/1/17 1:30
707,B,1970/1/17 1:36
707,G,1970/1/17 2:14
707,D,1970/1/17 2:20
707,F,1970/1/17 2:26
708,A,1970/1/17 5:29
708,B,1970/1/17 5:39
708,G,1970/1/17 6:21
708,D,1970/1/17 6:26
708,F,1970/1/17 6:34
711,A,1970/1/16 23:14
711,B,1970/1/16 23:24
711,G,1970/1/16 23:47
711,D,1970/1/16 23:53
711,H,1970/1/17 0:03
711,G,1970/1/17 0:17
711,D,1970/1/17 0:26
711,H,1970/1/17 0:32
711,G,1970/1/17 0:42
711,D,1970/1/17 0:51
711,F,1970/1/17 0:57
715,A,1970/1/17 3:50
715,B,1970/1/17 3:59
715,G,1970/1/17 4:28
715,D,1970/1/17 4:37
715,F,1970/1/17 4:46
717,A,1970/1/16 1:02
717,B,1970/1/16 1:08
717,G,1970/1/16 1:48
717,D,1970/1/16 1:55
717,F,1970/1/16 2:02
724,A,1970/1/16 11:48
724,B,1970/1/16 11:55
724,G,1970/1/16 12:21
724,D,1970/1/16 12:30
724,F,1970/1/16 12:35
725,A,1970/1/17 13:34
725,B,1970/1/17 13:44
725,G,1970/1/17 14:21
725,D,1970/1/17 14:31
725,F,1970/1/17 14:41
728,A,1970/1/16 19:43
728,B,1970/1/16 19:51
728,G,1970/1/16 20:29
728,D,1970/1/16 20:39
728,F,1970/1/16 20:47
734,A,1970/1/17 18:00
734,B,1970/1/17 18:10
734,G,1970/1/17 18:35
734,D,1970/1/17 18:41
734,F,1970/1/17 18:50
735,A,1970/1/16 23:32
735,B,1970/1/16 23:39
735,G,1970/1/16 23:58
735,D,1970/1/17 0:05
735,F,1970/1/17 0:12
737,A,1970/1/17 9:29
737,B,1970/1/17 9:35
737,G,1970/1/17 9:44
