case ,event,time
Case3.140,d,2010/11/9 20:04
Case3.140,c,2010/11/9 20:05
Case3.140,e,2010/11/9 20:06
Case3.140,h,2010/11/9 20:07
Case3.142,a,2010/11/9 20:03
Case3.142,d,2010/11/9 20:04
Case3.142,c,2010/11/9 20:05
Case3.142,e,2010/11/9 20:06
Case3.142,h,2010/11/9 20:07
Case3.141,a,2010/11/9 20:03
Case3.141,d,2010/11/9 20:04
Case3.141,c,2010/11/9 20:05
Case3.141,e,2010/11/9 20:06
Case3.141,h,2010/11/9 20:07
159,a,2010/11/9 20:03
159,c,2010/11/9 20:04
159,d,2010/11/9 20:05
159,e,2010/11/9 20:06
159,h,2010/11/9 20:07
158,a,2010/11/9 20:03
158,c,2010/11/9 20:04
158,d,2010/11/9 20:05
158,e,2010/11/9 20:06
158,h,2010/11/9 20:07
157,a,2010/11/9 20:03
157,c,2010/11/9 20:04
157,d,2010/11/9 20:05
157,e,2010/11/9 20:06
157,h,2010/11/9 20:07
156,a,2010/11/9 20:03
156,c,2010/11/9 20:04
156,d,2010/11/9 20:05
156,e,2010/11/9 20:06
156,h,2010/11/9 20:07
Case8.9,a,2010/11/9 20:03
Case8.9,c,2010/11/9 20:04
Case8.9,d,2010/11/9 20:05
Case8.9,e,2010/11/9 20:06
Case8.9,f,2010/11/9 20:07
Case8.9,d,2010/11/9 20:08
Case8.9,b,2010/11/9 20:09
Case8.9,e,2010/11/9 20:10
Case8.9,h,2010/11/9 20:11
312,a,2010/11/9 20:03
312,c,2010/11/9 20:04
312,d,2010/11/9 20:05
312,e,2010/11/9 20:06
312,h,2010/11/9 20:07
151,a,2010/11/9 20:03
151,c,2010/11/9 20:04
151,d,2010/11/9 20:05
151,e,2010/11/9 20:06
151,h,2010/11/9 20:07
313,a,2010/11/9 20:03
313,c,2010/11/9 20:04
313,d,2010/11/9 20:05
313,e,2010/11/9 20:06
313,h,2010/11/9 20:07
150,a,2010/11/9 20:03
150,c,2010/11/9 20:04
150,d,2010/11/9 20:05
150,e,2010/11/9 20:06
150,h,2010/11/9 20:07
Case8.7,a,2010/11/9 20:03
Case8.7,c,2010/11/9 20:04
Case8.7,d,2010/11/9 20:05
Case8.7,e,2010/11/9 20:06
Case8.7,f,2010/11/9 20:07
Case8.7,d,2010/11/9 20:08
Case8.7,b,2010/11/9 20:09
Case8.7,e,2010/11/9 20:10
Case8.7,h,2010/11/9 20:11
310,a,2010/11/9 20:03
310,c,2010/11/9 20:04
310,d,2010/11/9 20:05
310,e,2010/11/9 20:06
310,h,2010/11/9 20:07
Case8.8,a,2010/11/9 20:03
Case8.8,c,2010/11/9 20:04
Case8.8,d,2010/11/9 20:05
Case8.8,e,2010/11/9 20:06
Case8.8,f,2010/11/9 20:07
Case8.8,d,2010/11/9 20:08
Case8.8,b,2010/11/9 20:09
Case8.8,e,2010/11/9 20:10
Case8.8,h,2010/11/9 20:11
311,a,2010/11/9 20:03
311,c,2010/11/9 20:04
311,d,2010/11/9 20:05
311,e,2010/11/9 20:06
311,h,2010/11/9 20:07
Case8.5,a,2010/11/9 20:03
Case8.5,c,2010/11/9 20:04
Case8.5,d,2010/11/9 20:05
Case8.5,e,2010/11/9 20:06
Case8.5,f,2010/11/9 20:07
Case8.5,d,2010/11/9 20:08
Case8.5,b,2010/11/9 20:09
Case8.5,e,2010/11/9 20:10
Case8.5,h,2010/11/9 20:11
316,a,2010/11/9 20:03
316,c,2010/11/9 20:04
316,d,2010/11/9 20:05
316,e,2010/11/9 20:06
316,h,2010/11/9 20:07
155,a,2010/11/9 20:03
155,c,2010/11/9 20:04
155,d,2010/11/9 20:05
155,e,2010/11/9 20:06
155,h,2010/11/9 20:07
Case8.6,a,2010/11/9 20:03
Case8.6,c,2010/11/9 20:04
Case8.6,d,2010/11/9 20:05
Case8.6,e,2010/11/9 20:06
Case8.6,f,2010/11/9 20:07
Case8.6,d,2010/11/9 20:08
Case8.6,b,2010/11/9 20:09
Case8.6,e,2010/11/9 20:10
Case8.6,h,2010/11/9 20:11
317,a,2010/11/9 20:03
317,c,2010/11/9 20:04
317,d,2010/11/9 20:05
317,e,2010/11/9 20:06
317,h,2010/11/9 20:07
154,a,2010/11/9 20:03
154,c,2010/11/9 20:04
154,d,2010/11/9 20:05
154,e,2010/11/9 20:06
154,h,2010/11/9 20:07
Case8.3,a,2010/11/9 20:03
Case8.3,c,2010/11/9 20:04
Case8.3,d,2010/11/9 20:05
Case8.3,e,2010/11/9 20:06
Case8.3,f,2010/11/9 20:07
Case8.3,d,2010/11/9 20:08
Case8.3,b,2010/11/9 20:09
Case8.3,e,2010/11/9 20:10
Case8.3,h,2010/11/9 20:11
314,a,2010/11/9 20:03
314,c,2010/11/9 20:04
314,d,2010/11/9 20:05
314,e,2010/11/9 20:06
314,h,2010/11/9 20:07
153,a,2010/11/9 20:03
153,c,2010/11/9 20:04
153,d,2010/11/9 20:05
153,e,2010/11/9 20:06
153,h,2010/11/9 20:07
Case8.4,a,2010/11/9 20:03
Case8.4,c,2010/11/9 20:04
Case8.4,d,2010/11/9 20:05
Case8.4,e,2010/11/9 20:06
Case8.4,f,2010/11/9 20:07
Case8.4,d,2010/11/9 20:08
Case8.4,b,2010/11/9 20:09
Case8.4,e,2010/11/9 20:10
Case8.4,h,2010/11/9 20:11
315,a,2010/11/9 20:03
315,c,2010/11/9 20:04
315,d,2010/11/9 20:05
315,e,2010/11/9 20:06
315,h,2010/11/9 20:07
152,a,2010/11/9 20:03
152,c,2010/11/9 20:04
152,d,2010/11/9 20:05
152,e,2010/11/9 20:06
152,h,2010/11/9 20:07
Case3.157,a,2010/11/9 20:03
Case3.157,d,2010/11/9 20:04
Case3.157,c,2010/11/9 20:05
Case3.157,e,2010/11/9 20:06
Case3.157,h,2010/11/9 20:07
308,a,2010/11/9 20:03
308,c,2010/11/9 20:04
308,d,2010/11/9 20:05
308,e,2010/11/9 20:06
308,h,2010/11/9 20:07
Case3.156,a,2010/11/9 20:03
Case3.156,d,2010/11/9 20:04
Case3.156,c,2010/11/9 20:05
Case3.156,e,2010/11/9 20:06
Case3.156,h,2010/11/9 20:07
307,a,2010/11/9 20:03
307,c,2010/11/9 20:04
307,d,2010/11/9 20:05
307,e,2010/11/9 20:06
307,h,2010/11/9 20:07
Case3.155,a,2010/11/9 20:03
Case3.155,d,2010/11/9 20:04
Case3.155,c,2010/11/9 20:05
Case3.155,e,2010/11/9 20:06
Case3.155,h,2010/11/9 20:07
Case3.154,a,2010/11/9 20:03
Case3.154,d,2010/11/9 20:04
Case3.154,c,2010/11/9 20:05
Case3.154,e,2010/11/9 20:06
Case3.154,h,2010/11/9 20:07
309,a,2010/11/9 20:03
309,c,2010/11/9 20:04
309,d,2010/11/9 20:05
309,e,2010/11/9 20:06
309,h,2010/11/9 20:07
Case3.159,a,2010/11/9 20:03
Case3.159,d,2010/11/9 20:04
Case3.159,c,2010/11/9 20:05
Case3.159,e,2010/11/9 20:06
Case3.159,h,2010/11/9 20:07
Case3.158,a,2010/11/9 20:03
Case3.158,d,2010/11/9 20:04
Case3.158,c,2010/11/9 20:05
Case3.158,e,2010/11/9 20:06
Case3.158,h,2010/11/9 20:07
Case4.8,a,2010/11/9 20:03
Case4.8,b,2010/11/9 20:04
Case4.8,d,2010/11/9 20:05
Case4.8,e,2010/11/9 20:06
Case4.8,h,2010/11/9 20:07
Case3.153,a,2010/11/9 20:03
Case3.153,d,2010/11/9 20:04
Case3.153,c,2010/11/9 20:05
Case3.153,e,2010/11/9 20:06
Case3.153,h,2010/11/9 20:07
Case4.7,a,2010/11/9 20:03
Case4.7,b,2010/11/9 20:04
Case4.7,d,2010/11/9 20:05
Case4.7,e,2010/11/9 20:06
Case4.7,h,2010/11/9 20:07
Case3.152,a,2010/11/9 20:03
Case3.152,d,2010/11/9 20:04
Case3.152,c,2010/11/9 20:05
Case3.152,e,2010/11/9 20:06
Case3.152,h,2010/11/9 20:07
Case3.151,a,2010/11/9 20:03
Case3.151,d,2010/11/9 20:04
Case3.151,c,2010/11/9 20:05
Case3.151,e,2010/11/9 20:06
Case3.151,h,2010/11/9 20:07
Case4.9,a,2010/11/9 20:03
Case4.9,b,2010/11/9 20:04
Case4.9,d,2010/11/9 20:05
Case4.9,e,2010/11/9 20:06
Case4.9,h,2010/11/9 20:07
Case3.150,a,2010/11/9 20:03
Case3.150,d,2010/11/9 20:04
Case3.150,c,2010/11/9 20:05
Case3.150,e,2010/11/9 20:06
Case3.150,h,2010/11/9 20:07
Case4.3,a,2010/11/9 20:03
Case4.3,b,2010/11/9 20:04
Case4.3,d,2010/11/9 20:05
Case4.3,e,2010/11/9 20:06
Case4.3,h,2010/11/9 20:07
146,a,2010/11/9 20:03
146,c,2010/11/9 20:04
146,d,2010/11/9 20:05
146,e,2010/11/9 20:06
146,h,2010/11/9 20:07
Case4.4,a,2010/11/9 20:03
Case4.4,b,2010/11/9 20:04
Case4.4,d,2010/11/9 20:05
Case4.4,e,2010/11/9 20:06
Case4.4,h,2010/11/9 20:07
145,a,2010/11/9 20:03
145,c,2010/11/9 20:04
145,d,2010/11/9 20:05
145,e,2010/11/9 20:06
145,h,2010/11/9 20:07
Case4.5,a,2010/11/9 20:03
Case4.5,b,2010/11/9 20:04
Case4.5,d,2010/11/9 20:05
Case4.5,e,2010/11/9 20:06
Case4.5,h,2010/11/9 20:07
148,a,2010/11/9 20:03
148,c,2010/11/9 20:04
148,d,2010/11/9 20:05
148,e,2010/11/9 20:06
148,h,2010/11/9 20:07
Case4.6,a,2010/11/9 20:03
Case4.6,b,2010/11/9 20:04
Case4.6,d,2010/11/9 20:05
Case4.6,e,2010/11/9 20:06
Case4.6,h,2010/11/9 20:07
147,a,2010/11/9 20:03
147,c,2010/11/9 20:04
147,d,2010/11/9 20:05
147,e,2010/11/9 20:06
147,h,2010/11/9 20:07
Case4.0,a,2010/11/9 20:03
Case4.0,b,2010/11/9 20:04
Case4.0,d,2010/11/9 20:05
Case4.0,e,2010/11/9 20:06
Case4.0,h,2010/11/9 20:07
149,a,2010/11/9 20:03
149,c,2010/11/9 20:04
149,d,2010/11/9 20:05
149,e,2010/11/9 20:06
149,h,2010/11/9 20:07
Case4.1,a,2010/11/9 20:03
Case4.1,b,2010/11/9 20:04
Case4.1,d,2010/11/9 20:05
Case4.1,e,2010/11/9 20:06
Case4.1,h,2010/11/9 20:07
Case4.2,a,2010/11/9 20:03
Case4.2,b,2010/11/9 20:04
Case4.2,d,2010/11/9 20:05
Case4.2,e,2010/11/9 20:06
Case4.2,h,2010/11/9 20:07
300,a,2010/11/9 20:03
300,c,2010/11/9 20:04
300,d,2010/11/9 20:05
300,e,2010/11/9 20:06
300,h,2010/11/9 20:07
301,a,2010/11/9 20:03
301,c,2010/11/9 20:04
301,d,2010/11/9 20:05
301,e,2010/11/9 20:06
301,h,2010/11/9 20:07
140,a,2010/11/9 20:03
140,c,2010/11/9 20:04
140,d,2010/11/9 20:05
140,e,2010/11/9 20:06
140,h,2010/11/9 20:07
302,a,2010/11/9 20:03
302,c,2010/11/9 20:04
302,d,2010/11/9 20:05
302,e,2010/11/9 20:06
302,h,2010/11/9 20:07
303,a,2010/11/9 20:03
303,c,2010/11/9 20:04
303,d,2010/11/9 20:05
303,e,2010/11/9 20:06
303,h,2010/11/9 20:07
142,a,2010/11/9 20:03
142,c,2010/11/9 20:04
142,d,2010/11/9 20:05
142,e,2010/11/9 20:06
142,h,2010/11/9 20:07
304,a,2010/11/9 20:03
304,c,2010/11/9 20:04
304,d,2010/11/9 20:05
304,e,2010/11/9 20:06
304,h,2010/11/9 20:07
141,a,2010/11/9 20:03
141,c,2010/11/9 20:04
141,d,2010/11/9 20:05
141,e,2010/11/9 20:06
141,h,2010/11/9 20:07
305,a,2010/11/9 20:03
305,c,2010/11/9 20:04
305,d,2010/11/9 20:05
305,e,2010/11/9 20:06
305,h,2010/11/9 20:07
144,a,2010/11/9 20:03
144,c,2010/11/9 20:04
144,d,2010/11/9 20:05
144,e,2010/11/9 20:06
144,h,2010/11/9 20:07
306,a,2010/11/9 20:03
306,c,2010/11/9 20:04
306,d,2010/11/9 20:05
306,e,2010/11/9 20:06
306,h,2010/11/9 20:07
143,a,2010/11/9 20:03
143,c,2010/11/9 20:04
143,d,2010/11/9 20:05
143,e,2010/11/9 20:06
143,h,2010/11/9 20:07
Case7.28,a,2010/11/9 20:03
Case7.28,d,2010/11/9 20:04
Case7.28,b,2010/11/9 20:05
Case7.28,e,2010/11/9 20:06
Case7.28,h,2010/11/9 20:07
174,a,2010/11/9 20:03
174,c,2010/11/9 20:04
174,d,2010/11/9 20:05
174,e,2010/11/9 20:06
174,h,2010/11/9 20:07
Case7.29,a,2010/11/9 20:03
Case7.29,d,2010/11/9 20:04
Case7.29,b,2010/11/9 20:05
Case7.29,e,2010/11/9 20:06
Case7.29,h,2010/11/9 20:07
175,a,2010/11/9 20:03
175,c,2010/11/9 20:04
175,d,2010/11/9 20:05
175,e,2010/11/9 20:06
175,h,2010/11/9 20:07
Case7.26,a,2010/11/9 20:03
Case7.26,d,2010/11/9 20:04
Case7.26,b,2010/11/9 20:05
Case7.26,e,2010/11/9 20:06
Case7.26,h,2010/11/9 20:07
176,a,2010/11/9 20:03
176,c,2010/11/9 20:04
176,d,2010/11/9 20:05
176,e,2010/11/9 20:06
176,h,2010/11/9 20:07
Case7.27,a,2010/11/9 20:03
Case7.27,d,2010/11/9 20:04
Case7.27,b,2010/11/9 20:05
Case7.27,e,2010/11/9 20:06
Case7.27,h,2010/11/9 20:07
177,a,2010/11/9 20:03
177,c,2010/11/9 20:04
177,d,2010/11/9 20:05
177,e,2010/11/9 20:06
177,h,2010/11/9 20:07
170,a,2010/11/9 20:03
170,c,2010/11/9 20:04
170,d,2010/11/9 20:05
170,e,2010/11/9 20:06
170,h,2010/11/9 20:07
171,a,2010/11/9 20:03
171,c,2010/11/9 20:04
171,d,2010/11/9 20:05
171,e,2010/11/9 20:06
171,h,2010/11/9 20:07
172,a,2010/11/9 20:03
172,c,2010/11/9 20:04
172,d,2010/11/9 20:05
172,e,2010/11/9 20:06
172,h,2010/11/9 20:07
173,a,2010/11/9 20:03
173,c,2010/11/9 20:04
173,d,2010/11/9 20:05
173,e,2010/11/9 20:06
173,h,2010/11/9 20:07
Case7.20,a,2010/11/9 20:03
Case7.20,d,2010/11/9 20:04
Case7.20,b,2010/11/9 20:05
Case7.20,e,2010/11/9 20:06
Case7.20,h,2010/11/9 20:07
Case3.90,a,2010/11/9 20:03
Case3.90,d,2010/11/9 20:04
Case3.90,c,2010/11/9 20:05
Case3.90,e,2010/11/9 20:06
Case3.90,h,2010/11/9 20:07
Case7.21,a,2010/11/9 20:03
Case7.21,d,2010/11/9 20:04
Case7.21,b,2010/11/9 20:05
Case7.21,e,2010/11/9 20:06
Case7.21,h,2010/11/9 20:07
Case7.24,a,2010/11/9 20:03
Case7.24,d,2010/11/9 20:04
Case7.24,b,2010/11/9 20:05
Case7.24,e,2010/11/9 20:06
Case7.24,h,2010/11/9 20:07
178,a,2010/11/9 20:03
178,c,2010/11/9 20:04
178,d,2010/11/9 20:05
178,e,2010/11/9 20:06
178,h,2010/11/9 20:07
Case7.25,a,2010/11/9 20:03
Case7.25,d,2010/11/9 20:04
Case7.25,b,2010/11/9 20:05
Case7.25,e,2010/11/9 20:06
Case7.25,h,2010/11/9 20:07
179,a,2010/11/9 20:03
179,c,2010/11/9 20:04
179,d,2010/11/9 20:05
179,e,2010/11/9 20:06
179,h,2010/11/9 20:07
Case7.22,a,2010/11/9 20:03
Case7.22,d,2010/11/9 20:04
Case7.22,b,2010/11/9 20:05
Case7.22,e,2010/11/9 20:06
Case7.22,h,2010/11/9 20:07
Case7.23,a,2010/11/9 20:03
Case7.23,d,2010/11/9 20:04
Case7.23,b,2010/11/9 20:05
Case7.23,e,2010/11/9 20:06
Case7.23,h,2010/11/9 20:07
Case3.86,a,2010/11/9 20:03
Case3.86,d,2010/11/9 20:04
Case3.86,c,2010/11/9 20:05
Case3.86,e,2010/11/9 20:06
Case3.86,h,2010/11/9 20:07
Case3.87,a,2010/11/9 20:03
Case3.87,d,2010/11/9 20:04
Case3.87,c,2010/11/9 20:05
Case3.87,e,2010/11/9 20:06
Case3.87,h,2010/11/9 20:07
Case3.84,a,2010/11/9 20:03
Case3.84,d,2010/11/9 20:04
Case3.84,c,2010/11/9 20:05
Case3.84,e,2010/11/9 20:06
Case3.84,h,2010/11/9 20:07
Case3.85,a,2010/11/9 20:03
Case3.85,d,2010/11/9 20:04
Case3.85,c,2010/11/9 20:05
Case3.85,e,2010/11/9 20:06
Case3.85,h,2010/11/9 20:07
Case3.82,a,2010/11/9 20:03
Case3.82,d,2010/11/9 20:04
Case3.82,c,2010/11/9 20:05
Case3.82,e,2010/11/9 20:06
Case3.82,h,2010/11/9 20:07
Case3.83,a,2010/11/9 20:03
Case3.83,d,2010/11/9 20:04
Case3.83,c,2010/11/9 20:05
Case3.83,e,2010/11/9 20:06
Case3.83,h,2010/11/9 20:07
Case3.80,a,2010/11/9 20:03
Case3.80,d,2010/11/9 20:04
Case3.80,c,2010/11/9 20:05
Case3.80,e,2010/11/9 20:06
Case3.80,h,2010/11/9 20:07
Case3.81,a,2010/11/9 20:03
Case3.81,d,2010/11/9 20:04
Case3.81,c,2010/11/9 20:05
Case3.81,e,2010/11/9 20:06
Case3.81,h,2010/11/9 20:07
180,a,2010/11/9 20:03
180,c,2010/11/9 20:04
180,d,2010/11/9 20:05
180,e,2010/11/9 20:06
180,h,2010/11/9 20:07
Case3.88,a,2010/11/9 20:03
Case3.88,d,2010/11/9 20:04
Case3.88,c,2010/11/9 20:05
Case3.88,e,2010/11/9 20:06
Case3.88,h,2010/11/9 20:07
Case3.89,a,2010/11/9 20:03
Case3.89,d,2010/11/9 20:04
Case3.89,c,2010/11/9 20:05
Case3.89,e,2010/11/9 20:06
Case3.89,h,2010/11/9 20:07
Case7.15,a,2010/11/9 20:03
Case7.15,d,2010/11/9 20:04
Case7.15,b,2010/11/9 20:05
Case7.15,e,2010/11/9 20:06
Case7.15,h,2010/11/9 20:07
165,a,2010/11/9 20:03
165,c,2010/11/9 20:04
165,d,2010/11/9 20:05
165,e,2010/11/9 20:06
165,h,2010/11/9 20:07
Case7.16,a,2010/11/9 20:03
Case7.16,d,2010/11/9 20:04
Case7.16,b,2010/11/9 20:05
Case7.16,e,2010/11/9 20:06
Case7.16,h,2010/11/9 20:07
166,a,2010/11/9 20:03
166,c,2010/11/9 20:04
166,d,2010/11/9 20:05
166,e,2010/11/9 20:06
166,h,2010/11/9 20:07
Case7.17,a,2010/11/9 20:03
Case7.17,d,2010/11/9 20:04
Case7.17,b,2010/11/9 20:05
Case7.17,e,2010/11/9 20:06
Case7.17,h,2010/11/9 20:07
163,a,2010/11/9 20:03
163,c,2010/11/9 20:04
163,d,2010/11/9 20:05
163,e,2010/11/9 20:06
163,h,2010/11/9 20:07
Case7.18,a,2010/11/9 20:03
Case7.18,d,2010/11/9 20:04
Case7.18,b,2010/11/9 20:05
Case7.18,e,2010/11/9 20:06
Case7.18,h,2010/11/9 20:07
164,a,2010/11/9 20:03
164,c,2010/11/9 20:04
164,d,2010/11/9 20:05
164,e,2010/11/9 20:06
164,h,2010/11/9 20:07
Case7.19,a,2010/11/9 20:03
Case7.19,d,2010/11/9 20:04
Case7.19,b,2010/11/9 20:05
Case7.19,e,2010/11/9 20:06
Case7.19,h,2010/11/9 20:07
161,a,2010/11/9 20:03
161,c,2010/11/9 20:04
161,d,2010/11/9 20:05
161,e,2010/11/9 20:06
161,h,2010/11/9 20:07
162,a,2010/11/9 20:03
162,c,2010/11/9 20:04
162,d,2010/11/9 20:05
162,e,2010/11/9 20:06
162,h,2010/11/9 20:07
160,a,2010/11/9 20:03
160,c,2010/11/9 20:04
160,d,2010/11/9 20:05
160,e,2010/11/9 20:06
160,h,2010/11/9 20:07
Case7.10,a,2010/11/9 20:03
Case7.10,d,2010/11/9 20:04
Case7.10,b,2010/11/9 20:05
Case7.10,e,2010/11/9 20:06
Case7.10,h,2010/11/9 20:07
Case7.11,a,2010/11/9 20:03
Case7.11,d,2010/11/9 20:04
Case7.11,b,2010/11/9 20:05
Case7.11,e,2010/11/9 20:06
Case7.11,h,2010/11/9 20:07
169,a,2010/11/9 20:03
169,c,2010/11/9 20:04
169,d,2010/11/9 20:05
169,e,2010/11/9 20:06
169,h,2010/11/9 20:07
Case7.12,a,2010/11/9 20:03
Case7.12,d,2010/11/9 20:04
Case7.12,b,2010/11/9 20:05
Case7.12,e,2010/11/9 20:06
Case7.12,h,2010/11/9 20:07
Case7.13,a,2010/11/9 20:03
Case7.13,d,2010/11/9 20:04
Case7.13,b,2010/11/9 20:05
Case7.13,e,2010/11/9 20:06
Case7.13,h,2010/11/9 20:07
167,a,2010/11/9 20:03
167,c,2010/11/9 20:04
167,d,2010/11/9 20:05
167,e,2010/11/9 20:06
167,h,2010/11/9 20:07
Case7.14,a,2010/11/9 20:03
Case7.14,d,2010/11/9 20:04
Case7.14,b,2010/11/9 20:05
Case7.14,e,2010/11/9 20:06
Case7.14,h,2010/11/9 20:07
168,a,2010/11/9 20:03
168,c,2010/11/9 20:04
168,d,2010/11/9 20:05
168,e,2010/11/9 20:06
168,h,2010/11/9 20:07
Case3.73,a,2010/11/9 20:03
Case3.73,d,2010/11/9 20:04
Case3.73,c,2010/11/9 20:05
Case3.73,e,2010/11/9 20:06
Case3.73,h,2010/11/9 20:07
Case3.74,a,2010/11/9 20:03
Case3.74,d,2010/11/9 20:04
Case3.74,c,2010/11/9 20:05
Case3.74,e,2010/11/9 20:06
Case3.74,h,2010/11/9 20:07
Case3.75,a,2010/11/9 20:03
Case3.75,d,2010/11/9 20:04
Case3.75,c,2010/11/9 20:05
Case3.75,e,2010/11/9 20:06
Case3.75,h,2010/11/9 20:07
Case3.76,a,2010/11/9 20:03
Case3.76,d,2010/11/9 20:04
Case3.76,c,2010/11/9 20:05
Case3.76,e,2010/11/9 20:06
Case3.76,h,2010/11/9 20:07
Case3.70,a,2010/11/9 20:03
Case3.70,d,2010/11/9 20:04
Case3.70,c,2010/11/9 20:05
Case3.70,e,2010/11/9 20:06
Case3.70,h,2010/11/9 20:07
Case3.71,a,2010/11/9 20:03
Case3.71,d,2010/11/9 20:04
Case3.71,c,2010/11/9 20:05
Case3.71,e,2010/11/9 20:06
Case3.71,h,2010/11/9 20:07
Case3.72,a,2010/11/9 20:03
Case3.72,d,2010/11/9 20:04
Case3.72,c,2010/11/9 20:05
Case3.72,e,2010/11/9 20:06
Case3.72,h,2010/11/9 20:07
Case3.77,a,2010/11/9 20:03
Case3.77,d,2010/11/9 20:04
Case3.77,c,2010/11/9 20:05
Case3.77,e,2010/11/9 20:06
Case3.77,h,2010/11/9 20:07
Case3.78,a,2010/11/9 20:03
Case3.78,d,2010/11/9 20:04
Case3.78,c,2010/11/9 20:05
Case3.78,e,2010/11/9 20:06
Case3.78,h,2010/11/9 20:07
Case3.79,a,2010/11/9 20:03
Case3.79,d,2010/11/9 20:04
Case3.79,c,2010/11/9 20:05
Case3.79,e,2010/11/9 20:06
Case3.79,h,2010/11/9 20:07
192,a,2010/11/9 20:03
192,c,2010/11/9 20:04
192,d,2010/11/9 20:05
192,e,2010/11/9 20:06
192,h,2010/11/9 20:07
193,a,2010/11/9 20:03
193,c,2010/11/9 20:04
193,d,2010/11/9 20:05
193,e,2010/11/9 20:06
193,h,2010/11/9 20:07
194,a,2010/11/9 20:03
194,c,2010/11/9 20:04
194,d,2010/11/9 20:05
194,e,2010/11/9 20:06
194,h,2010/11/9 20:07
195,a,2010/11/9 20:03
195,c,2010/11/9 20:04
195,d,2010/11/9 20:05
195,e,2010/11/9 20:06
195,h,2010/11/9 20:07
196,a,2010/11/9 20:03
196,c,2010/11/9 20:04
196,d,2010/11/9 20:05
196,e,2010/11/9 20:06
196,h,2010/11/9 20:07
197,a,2010/11/9 20:03
197,c,2010/11/9 20:04
197,d,2010/11/9 20:05
197,e,2010/11/9 20:06
197,h,2010/11/9 20:07
198,a,2010/11/9 20:03
198,c,2010/11/9 20:04
198,d,2010/11/9 20:05
198,e,2010/11/9 20:06
198,h,2010/11/9 20:07
199,a,2010/11/9 20:03
199,c,2010/11/9 20:04
199,d,2010/11/9 20:05
199,e,2010/11/9 20:06
199,h,2010/11/9 20:07
Case12.10,a,2010/11/9 20:03
Case12.10,c,2010/11/9 20:04
Case12.10,d,2010/11/9 20:05
Case12.10,e,2010/11/9 20:06
Case12.10,f,2010/11/9 20:07
Case12.10,d,2010/11/9 20:08
Case12.10,b,2010/11/9 20:09
Case12.10,e,2010/11/9 20:10
Case12.10,g,2010/11/9 20:11
183,a,2010/11/9 20:03
183,c,2010/11/9 20:04
183,d,2010/11/9 20:05
183,e,2010/11/9 20:06
183,h,2010/11/9 20:07
184,a,2010/11/9 20:03
184,c,2010/11/9 20:04
184,d,2010/11/9 20:05
184,e,2010/11/9 20:06
184,h,2010/11/9 20:07
181,a,2010/11/9 20:03
181,c,2010/11/9 20:04
181,d,2010/11/9 20:05
181,e,2010/11/9 20:06
181,h,2010/11/9 20:07
182,a,2010/11/9 20:03
182,c,2010/11/9 20:04
182,d,2010/11/9 20:05
182,e,2010/11/9 20:06
182,h,2010/11/9 20:07
187,a,2010/11/9 20:03
187,c,2010/11/9 20:04
187,d,2010/11/9 20:05
187,e,2010/11/9 20:06
187,h,2010/11/9 20:07
188,a,2010/11/9 20:03
188,c,2010/11/9 20:04
188,d,2010/11/9 20:05
188,e,2010/11/9 20:06
188,h,2010/11/9 20:07
185,a,2010/11/9 20:03
185,c,2010/11/9 20:04
185,d,2010/11/9 20:05
185,e,2010/11/9 20:06
185,h,2010/11/9 20:07
186,a,2010/11/9 20:03
186,c,2010/11/9 20:04
186,d,2010/11/9 20:05
186,e,2010/11/9 20:06
186,h,2010/11/9 20:07
189,a,2010/11/9 20:03
189,c,2010/11/9 20:04
189,d,2010/11/9 20:05
189,e,2010/11/9 20:06
189,h,2010/11/9 20:07
Case3.91,a,2010/11/9 20:03
Case3.91,d,2010/11/9 20:04
Case3.91,c,2010/11/9 20:05
Case3.91,e,2010/11/9 20:06
Case3.91,h,2010/11/9 20:07
Case3.92,a,2010/11/9 20:03
Case3.92,d,2010/11/9 20:04
Case3.92,c,2010/11/9 20:05
Case3.92,e,2010/11/9 20:06
Case3.92,h,2010/11/9 20:07
Case3.93,a,2010/11/9 20:03
Case3.93,d,2010/11/9 20:04
Case3.93,c,2010/11/9 20:05
Case3.93,e,2010/11/9 20:06
Case3.93,h,2010/11/9 20:07
Case3.94,a,2010/11/9 20:03
Case3.94,d,2010/11/9 20:04
Case3.94,c,2010/11/9 20:05
Case3.94,e,2010/11/9 20:06
Case3.94,h,2010/11/9 20:07
Case3.95,a,2010/11/9 20:03
Case3.95,d,2010/11/9 20:04
Case3.95,c,2010/11/9 20:05
Case3.95,e,2010/11/9 20:06
Case3.95,h,2010/11/9 20:07
Case3.96,a,2010/11/9 20:03
Case3.96,d,2010/11/9 20:04
Case3.96,c,2010/11/9 20:05
Case3.96,e,2010/11/9 20:06
Case3.96,h,2010/11/9 20:07
Case3.97,a,2010/11/9 20:03
Case3.97,d,2010/11/9 20:04
Case3.97,c,2010/11/9 20:05
Case3.97,e,2010/11/9 20:06
Case3.97,h,2010/11/9 20:07
Case3.98,a,2010/11/9 20:03
Case3.98,d,2010/11/9 20:04
Case3.98,c,2010/11/9 20:05
Case3.98,e,2010/11/9 20:06
Case3.98,h,2010/11/9 20:07
Case3.99,a,2010/11/9 20:03
Case3.99,d,2010/11/9 20:04
Case3.99,c,2010/11/9 20:05
Case3.99,e,2010/11/9 20:06
Case3.99,h,2010/11/9 20:07
